,Marea,,,N%,,,C%,,,ADF%,,,ADL%,,,Cellulose%,,,_15N,,
Wave.,Full Model,Mean,S.D.,Full Model,Mean,S.D.,Full Model,Mean,S.D.,Full Model,Mean,S.D.,Full Model,Mean,S.D.,Full Model,Mean,S.D.,Full Model,Mean,S.D.
Intercept,116.849,125.063,41.520,1.612,1.162,0.342,59.220,58.980,3.293,59.108,59.547,4.280,35.437,36.527,3.734,25.957,25.905,2.377,-11.283,-11.154,1.466
2069,20.137,20.137,1.851,-0.491,-0.456,0.076,0.658,0.889,0.676,-26.859,-24.866,6.004,-12.657,-12.547,4.448,-0.623,-0.828,3.207265786,-4.587,-5.157,2.622
2070,20.605,20.599,1.851,-0.355,-0.323,0.071,0.816,1.033,0.663,-28.049,-25.973,5.833,-14.947,-14.802,4.378,0.410,0.143,3.136787029,-6.212,-6.817,2.662
2071,21.203,21.197,1.861,-0.246,-0.216,0.068,1.215,1.383,0.654,-30.729,-28.577,5.573,-15.893,-15.699,4.180,-0.081,-0.335,2.986781908,-6.871,-7.475,2.657
2072,21.732,21.720,1.875,-0.134,-0.106,0.064,1.653,1.762,0.623,-32.234,-30.048,5.436,-16.953,-16.726,4.043,-0.578,-0.857,2.891803884,-7.042,-7.660,2.643
2073,22.107,22.085,1.886,-0.011,0.014,0.059,1.720,1.826,0.588,-32.055,-29.949,5.221,-19.435,-19.283,4.026,-0.818,-1.126,2.803259615,-7.570,-8.190,2.590
2074,22.465,22.439,1.908,0.098,0.121,0.056,1.812,1.912,0.575,-33.951,-31.844,5.208,-21.579,-21.504,4.193,-1.103,-1.407,2.739902386,-7.079,-7.597,2.525
2075,22.846,22.816,1.933,0.201,0.223,0.053,2.095,2.165,0.560,-34.810,-32.736,5.173,-22.248,-22.160,4.207,-1.064,-1.411,2.728846157,-7.331,-7.832,2.545
2076,23.171,23.137,1.963,0.305,0.325,0.051,1.866,1.967,0.564,-36.786,-34.642,5.346,-22.569,-22.429,4.176,-1.561,-1.928,2.798753365,-7.714,-8.290,2.657
2077,23.430,23.392,1.989,0.396,0.414,0.048,2.051,2.126,0.548,-37.032,-34.960,5.237,-23.429,-23.290,4.151,-2.010,-2.408,2.762126667,-8.384,-9.005,2.630
2078,23.799,23.764,2.021,0.465,0.482,0.047,3.031,2.975,0.527,-34.447,-32.650,4.879,-22.501,-22.282,4.045,-1.605,-2.114,2.654016921,-9.859,-10.532,2.618
2079,23.967,23.932,2.045,0.548,0.564,0.045,3.476,3.365,0.535,-35.124,-33.392,4.861,-23.008,-22.787,4.016,-1.695,-2.265,2.640559041,-10.317,-10.997,2.577
2080,23.898,23.860,2.051,0.641,0.654,0.043,3.613,3.489,0.542,-38.435,-36.645,5.065,-25.830,-25.758,4.119,-3.280,-3.841,2.727186897,-10.182,-10.858,2.467
2081,23.891,23.851,2.076,0.716,0.728,0.042,3.673,3.537,0.542,-38.737,-37.001,5.075,-27.054,-27.017,4.170,-3.414,-3.998,2.728594227,-10.176,-10.852,2.464
2082,23.777,23.741,2.114,0.785,0.796,0.041,3.544,3.422,0.549,-39.277,-37.536,5.189,-27.312,-27.221,4.194,-1.233,-1.923,2.75883302,-9.514,-10.133,2.580
2083,23.725,23.688,2.141,0.855,0.865,0.041,3.640,3.503,0.552,-39.560,-37.826,5.163,-27.680,-27.578,4.160,-1.473,-2.156,2.758032753,-9.289,-9.871,2.609
2084,23.772,23.729,2.173,0.924,0.932,0.040,3.639,3.492,0.530,-38.198,-36.453,4.771,-28.157,-27.986,3.962,-3.505,-4.050,2.648087035,-9.266,-9.823,2.541
2085,23.671,23.626,2.190,0.974,0.981,0.039,3.738,3.570,0.516,-35.445,-33.944,4.462,-27.844,-27.722,3.856,-4.252,-4.770,2.465765283,-9.844,-10.425,2.562
2086,23.474,23.432,2.200,1.013,1.020,0.039,3.967,3.770,0.520,-34.844,-33.466,4.433,-27.793,-27.686,3.823,-3.766,-4.325,2.40892981,-9.803,-10.351,2.635
2087,23.384,23.346,2.217,1.065,1.070,0.039,3.902,3.716,0.517,-32.090,-30.915,4.390,-27.221,-27.084,3.885,-3.638,-4.181,2.403187424,-9.433,-9.949,2.603
2088,23.059,23.024,2.242,1.106,1.110,0.038,3.631,3.470,0.506,-28.672,-27.744,4.359,-26.352,-26.178,3.875,-3.357,-3.905,2.435794624,-9.556,-10.112,2.465
2089,22.614,22.580,2.267,1.131,1.136,0.038,3.471,3.313,0.495,-28.627,-27.674,4.412,-27.068,-26.823,3.914,-2.156,-2.788,2.524840359,-10.333,-10.958,2.423
2090,22.378,22.346,2.284,1.167,1.171,0.037,3.572,3.388,0.490,-28.251,-27.309,4.368,-27.035,-26.797,3.915,-1.593,-2.258,2.516011729,-10.362,-11.013,2.391
2091,22.242,22.206,2.298,1.211,1.215,0.037,4.027,3.769,0.493,-30.825,-29.666,4.341,-27.392,-27.254,3.891,-2.791,-3.415,2.514110103,-10.623,-11.322,2.303
2092,22.035,21.999,2.311,1.251,1.254,0.038,4.215,3.923,0.500,-29.538,-28.433,4.309,-26.694,-26.545,3.882,-2.952,-3.563,2.530193996,-9.829,-10.507,2.257
2093,21.920,21.886,2.321,1.294,1.296,0.039,4.486,4.153,0.521,-25.597,-24.732,4.345,-24.993,-24.810,3.987,-1.933,-2.552,2.472764795,-7.480,-8.033,2.401
2094,21.723,21.689,2.323,1.323,1.325,0.039,4.642,4.283,0.537,-24.454,-23.665,4.313,-24.342,-24.141,3.936,-1.391,-2.053,2.474689721,-6.811,-7.355,2.419
2095,21.485,21.450,2.318,1.348,1.350,0.039,4.785,4.405,0.567,-23.461,-22.776,4.179,-23.594,-23.321,3.776,-1.041,-1.766,2.656879481,-6.945,-7.550,2.528
2096,21.165,21.129,2.320,1.371,1.372,0.039,4.700,4.319,0.564,-22.215,-21.550,4.112,-23.192,-22.862,3.737,-1.280,-2.014,2.633611153,-6.006,-6.579,2.497
2097,20.775,20.737,2.320,1.379,1.380,0.038,4.302,3.951,0.530,-22.490,-21.688,4.052,-23.465,-23.084,3.677,-1.576,-2.368,2.404582201,-5.124,-5.648,2.145
2098,20.443,20.406,2.315,1.390,1.391,0.038,4.187,3.841,0.523,-22.191,-21.340,3.958,-23.452,-23.077,3.605,-1.772,-2.555,2.341305556,-4.488,-5.003,2.047
2099,20.118,20.085,2.310,1.398,1.400,0.038,4.147,3.798,0.511,-20.761,-19.883,3.981,-24.462,-24.108,3.711,-3.021,-3.653,2.357550577,-3.468,-3.964,2.024
2100,19.620,19.590,2.308,1.413,1.415,0.038,3.865,3.539,0.494,-19.702,-18.802,3.938,-23.891,-23.550,3.716,-3.710,-4.299,2.302620239,-2.213,-2.646,1.955
2101,18.801,18.776,2.305,1.433,1.434,0.038,3.408,3.131,0.475,-19.611,-18.747,3.860,-22.154,-21.945,3.660,-3.824,-4.465,2.126383473,-1.819,-2.233,1.961
2102,18.517,18.492,2.293,1.445,1.446,0.038,3.442,3.151,0.484,-19.159,-18.244,3.608,-20.611,-20.409,3.352,-3.883,-4.459,2.116847546,-0.393,-0.742,1.829
2103,18.380,18.351,2.289,1.452,1.453,0.038,3.376,3.066,0.484,-18.387,-17.329,3.478,-19.619,-19.328,3.222,-4.006,-4.512,2.163901484,1.783,1.555,1.699
2104,17.994,17.962,2.291,1.472,1.472,0.038,2.990,2.707,0.470,-15.592,-14.534,3.532,-17.575,-17.196,3.171,-3.113,-3.634,2.209776596,4.698,4.640,1.669
2105,17.554,17.523,2.278,1.489,1.488,0.039,3.001,2.706,0.466,-11.389,-10.515,3.606,-16.974,-16.525,3.080,-2.072,-2.617,2.35520449,5.325,5.294,1.660
2106,17.207,17.172,2.266,1.506,1.504,0.040,3.346,2.987,0.485,-8.490,-7.709,3.891,-16.739,-16.295,3.139,-1.570,-2.142,2.529811619,4.463,4.380,1.688
2107,16.865,16.829,2.255,1.518,1.516,0.040,3.355,2.979,0.491,-7.327,-6.544,3.851,-16.359,-15.907,3.174,-1.814,-2.380,2.53408661,5.497,5.447,1.669
2108,16.370,16.334,2.249,1.527,1.525,0.039,3.146,2.783,0.487,-7.718,-6.935,3.520,-16.327,-15.922,3.287,-3.822,-4.384,2.347073637,7.693,7.738,1.591
2109,15.766,15.730,2.239,1.550,1.546,0.040,3.017,2.658,0.492,-5.937,-5.189,3.516,-14.756,-14.353,3.284,-3.660,-4.256,2.317104666,7.784,7.816,1.586
2110,15.207,15.171,2.222,1.582,1.578,0.040,2.706,2.375,0.505,-4.598,-3.710,3.703,-12.157,-11.729,3.363,-2.661,-3.267,2.394481257,6.983,6.920,1.724
2111,14.651,14.615,2.217,1.594,1.589,0.039,2.616,2.282,0.506,-3.944,-3.076,3.661,-10.817,-10.372,3.395,-2.282,-2.921,2.40379589,7.570,7.513,1.761
2112,13.856,13.823,2.222,1.604,1.598,0.040,2.896,2.510,0.516,-1.943,-1.335,3.557,-8.757,-8.340,3.380,-0.597,-1.390,2.346802979,7.542,7.500,1.655
2113,13.168,13.135,2.220,1.621,1.614,0.041,2.665,2.298,0.513,0.188,0.695,3.675,-6.879,-6.421,3.439,0.074,-0.759,2.38002168,7.360,7.299,1.687
2114,12.762,12.723,2.225,1.614,1.607,0.040,2.069,1.768,0.492,0.332,0.869,3.830,-6.090,-5.481,3.526,-1.067,-1.773,2.500786786,8.632,8.578,1.900
2115,12.177,12.135,2.227,1.627,1.619,0.040,1.905,1.615,0.495,1.307,1.769,3.879,-5.351,-4.695,3.594,-0.911,-1.651,2.526258919,9.558,9.564,1.962
2116,11.479,11.437,2.226,1.664,1.655,0.041,1.788,1.507,0.497,5.019,5.289,4.034,-4.364,-3.678,3.621,0.452,-0.416,2.504351321,9.953,10.050,1.888
2117,10.529,10.483,2.214,1.702,1.690,0.042,1.351,1.124,0.498,6.559,6.852,4.140,-3.332,-2.615,3.656,0.728,-0.209,2.472645674,8.976,9.056,1.829
2118,9.782,9.735,2.217,1.728,1.715,0.043,1.110,0.905,0.489,5.701,5.996,4.012,-1.983,-1.260,3.657,0.386,-0.611,2.376070995,8.909,8.967,1.825
2119,9.052,9.010,2.213,1.746,1.732,0.044,1.047,0.842,0.494,8.145,8.160,4.212,-0.646,0.019,3.858,0.523,-0.572,2.43705463,10.376,10.576,1.948
2120,8.254,8.219,2.218,1.750,1.736,0.044,0.541,0.392,0.501,10.325,10.180,4.491,0.799,1.442,4.080,-0.214,-1.283,2.478263847,10.234,10.448,2.018
2121,7.552,7.520,2.235,1.764,1.748,0.044,-0.089,-0.164,0.497,11.431,11.273,4.681,2.162,2.840,4.155,1.235,0.140,2.437670511,8.049,8.110,1.962
2122,6.806,6.774,2.246,1.774,1.757,0.045,-0.032,-0.121,0.498,13.459,13.120,4.652,3.826,4.495,4.117,3.515,2.317,2.468958776,5.644,5.665,1.824
2123,6.037,6.005,2.266,1.789,1.771,0.046,0.405,0.245,0.499,13.388,12.942,4.687,4.811,5.392,4.143,2.944,1.731,2.557754979,4.700,4.783,1.851
2124,5.084,5.055,2.276,1.800,1.782,0.046,0.284,0.134,0.505,13.257,12.786,4.639,5.231,5.778,4.141,3.015,1.779,2.564455306,3.696,3.801,1.844
2125,3.974,3.951,2.281,1.824,1.803,0.047,-0.074,-0.173,0.533,12.015,11.578,4.496,5.579,6.108,4.150,2.027,0.825,2.53025918,3.155,3.308,1.907
2126,2.848,2.830,2.284,1.825,1.803,0.047,-0.213,-0.304,0.544,12.197,11.743,4.533,6.864,7.401,4.234,1.934,0.723,2.627924319,1.690,1.832,1.955
2127,1.559,1.550,2.289,1.813,1.790,0.047,-0.573,-0.631,0.541,12.648,12.268,4.636,7.971,8.530,4.332,2.325,1.067,2.850647791,0.041,0.154,2.060
2128,0.385,0.380,2.290,1.801,1.778,0.047,-0.785,-0.830,0.547,12.624,12.254,4.716,7.998,8.560,4.286,3.069,1.779,2.890257066,-1.354,-1.290,2.070
2129,-0.852,-0.856,2.279,1.779,1.757,0.048,-0.773,-0.846,0.544,12.190,11.817,4.879,8.071,8.666,4.270,4.202,2.890,2.832851814,-3.398,-3.495,2.142
2130,-1.961,-1.962,2.278,1.759,1.737,0.048,-0.786,-0.877,0.552,13.084,12.654,5.024,8.681,9.284,4.290,4.875,3.538,2.9211588,-4.642,-4.740,2.177
2131,-2.875,-2.879,2.290,1.757,1.733,0.050,-0.761,-0.868,0.585,14.902,14.281,5.179,8.882,9.471,4.257,5.508,4.123,3.000273773,-4.724,-4.686,2.019
2132,-4.011,-4.008,2.284,1.722,1.698,0.050,-0.904,-1.011,0.600,16.284,15.570,5.264,9.034,9.614,4.253,6.008,4.631,2.983103978,-5.755,-5.701,2.013
2133,-5.256,-5.236,2.273,1.656,1.634,0.048,-0.986,-1.101,0.595,17.957,17.216,5.293,8.832,9.420,4.189,6.058,4.751,3.000910924,-7.562,-7.546,2.064
2134,-6.351,-6.324,2.262,1.606,1.584,0.048,-1.093,-1.219,0.607,19.720,18.911,5.364,10.054,10.605,4.235,6.755,5.459,3.117756082,-8.619,-8.545,2.093
2135,-7.462,-7.429,2.244,1.552,1.531,0.047,-1.253,-1.396,0.618,22.489,21.483,5.474,12.499,12.909,4.348,8.194,6.857,3.202968204,-10.074,-9.959,2.145
2136,-8.632,-8.593,2.210,1.478,1.460,0.046,-1.811,-1.909,0.621,22.871,21.965,5.407,12.717,13.124,4.227,9.042,7.770,3.191945496,-10.569,-10.379,2.267
2137,-9.721,-9.683,2.184,1.412,1.394,0.045,-2.090,-2.179,0.617,20.395,19.876,5.201,12.801,13.269,4.169,8.975,7.788,3.235908579,-9.645,-9.337,2.231
2138,-10.685,-10.644,2.175,1.356,1.339,0.046,-2.068,-2.189,0.630,21.713,21.257,5.140,15.136,15.531,4.266,9.296,8.144,3.288964567,-8.578,-8.084,2.252
2139,-11.826,-11.772,2.151,1.282,1.266,0.046,-2.210,-2.332,0.635,21.586,21.259,5.085,16.395,16.826,4.358,8.797,7.749,3.201609634,-7.963,-7.407,2.290
2140,-13.211,-13.143,2.118,1.202,1.189,0.046,-2.380,-2.493,0.616,18.109,18.138,4.903,14.886,15.359,4.244,8.092,7.159,3.108254312,-9.148,-8.735,2.265
2141,-14.247,-14.170,2.089,1.125,1.113,0.045,-2.353,-2.489,0.599,17.492,17.680,4.708,13.642,14.070,3.998,7.867,7.053,3.031903017,-9.190,-8.782,2.200
2142,-14.990,-14.904,2.065,1.054,1.042,0.044,-2.037,-2.240,0.583,19.223,19.371,4.546,12.637,12.945,3.760,8.093,7.416,3.057973993,-9.674,-9.258,2.118
2143,-15.984,-15.891,2.042,0.971,0.961,0.044,-2.147,-2.353,0.581,19.668,19.830,4.434,12.371,12.643,3.693,8.046,7.415,3.009651854,-9.911,-9.454,2.144
2144,-17.013,-16.917,2.017,0.874,0.866,0.044,-2.396,-2.585,0.601,20.347,20.499,4.282,11.087,11.289,3.575,8.610,7.942,2.879543698,-9.473,-8.908,2.148
2145,-17.973,-17.871,1.998,0.794,0.786,0.044,-2.532,-2.719,0.593,20.203,20.425,4.160,10.236,10.410,3.525,7.656,7.113,2.821316,-8.968,-8.345,2.109
2146,-18.981,-18.872,1.987,0.717,0.711,0.045,-3.032,-3.168,0.566,18.578,18.948,4.442,9.984,10.190,3.670,5.117,4.753,2.840220744,-8.654,-7.950,2.282
2147,-20.004,-19.886,1.967,0.645,0.639,0.046,-3.120,-3.254,0.560,18.445,18.824,4.420,10.555,10.772,3.573,4.488,4.200,2.862281858,-8.616,-7.917,2.339
2148,-21.103,-20.974,1.949,0.586,0.580,0.046,-2.750,-2.938,0.553,19.585,19.884,4.042,11.608,11.872,3.219,4.247,4.094,2.968500779,-8.414,-7.837,2.251
2149,-21.926,-21.790,1.931,0.512,0.507,0.046,-2.641,-2.853,0.553,19.237,19.582,4.083,11.687,11.926,3.238,3.421,3.391,3.032111129,-7.976,-7.408,2.226
2150,-22.599,-22.460,1.902,0.435,0.430,0.048,-2.475,-2.713,0.565,19.761,20.078,4.070,13.867,14.048,3.367,3.568,3.513,3.109695979,-7.938,-7.357,2.100
2151,-23.426,-23.281,1.893,0.352,0.348,0.049,-2.447,-2.694,0.570,18.914,19.260,4.062,13.919,14.069,3.389,3.298,3.303,3.180296538,-7.684,-7.096,2.123
2152,-24.321,-24.170,1.903,0.257,0.255,0.049,-2.667,-2.897,0.556,16.275,16.784,4.217,11.904,12.003,3.477,1.979,2.195,3.143848393,-7.108,-6.477,2.162
2153,-24.762,-24.604,1.891,0.169,0.168,0.049,-2.721,-2.954,0.554,12.299,13.060,4.759,8.416,8.404,3.774,0.881,1.223,3.186506664,-5.956,-5.224,2.412
2154,-25.220,-25.064,1.860,0.078,0.078,0.049,-2.590,-2.833,0.558,12.337,13.066,4.713,7.439,7.406,3.813,0.736,1.032,3.207657526,-5.743,-5.037,2.398
2155,-25.864,-25.707,1.852,-0.011,-0.010,0.049,-2.485,-2.736,0.561,11.913,12.625,4.622,6.822,6.771,3.738,0.857,1.151,3.26196376,-6.429,-5.847,2.284
2156,-26.370,-26.208,1.855,-0.114,-0.111,0.049,-2.473,-2.725,0.566,11.669,12.380,4.581,7.133,7.035,3.690,0.430,0.739,3.288235935,-4.603,-3.993,2.220
2157,-26.661,-26.503,1.860,-0.215,-0.211,0.049,-2.255,-2.538,0.591,12.483,13.261,4.444,8.177,8.095,3.697,-1.208,-0.817,3.265673235,-2.002,-1.340,2.212
2158,-27.168,-27.013,1.871,-0.312,-0.306,0.048,-1.946,-2.278,0.612,11.524,12.538,4.513,9.087,9.040,3.679,-1.952,-1.448,3.198356004,-1.325,-0.654,2.187
2159,-27.770,-27.608,1.902,-0.417,-0.410,0.048,-1.981,-2.309,0.621,9.881,10.942,4.837,9.430,9.316,3.715,-1.019,-0.532,3.200706953,0.151,0.887,2.365
2160,-28.095,-27.932,1.918,-0.505,-0.497,0.048,-1.957,-2.281,0.620,10.386,11.360,4.882,9.908,9.733,3.765,-0.440,0.039,3.166679524,1.602,2.378,2.436
2161,-28.291,-28.134,1.910,-0.574,-0.566,0.048,-1.914,-2.223,0.597,13.791,14.443,4.682,11.343,11.072,3.982,0.800,1.202,3.173051986,1.681,2.454,2.429
2162,-28.327,-28.173,1.907,-0.657,-0.648,0.048,-1.768,-2.082,0.602,14.318,14.887,4.678,10.824,10.471,4.014,2.226,2.570,3.099001397,1.940,2.685,2.453
2163,-27.976,-27.826,1.896,-0.741,-0.732,0.047,-1.682,-1.990,0.617,14.064,14.544,4.785,7.975,7.497,4.052,4.700,4.923,3.046677732,3.203,3.902,2.556
2164,-28.022,-27.873,1.918,-0.815,-0.806,0.048,-1.601,-1.904,0.619,13.729,14.151,4.861,7.625,7.099,4.139,4.715,4.964,3.031133666,4.483,5.199,2.626
2165,-28.212,-28.060,1.955,-0.891,-0.881,0.048,-1.264,-1.596,0.630,10.722,11.321,4.936,7.265,6.753,4.204,3.052,3.429,2.837451728,5.011,5.732,2.628
2166,-28.210,-28.062,1.971,-0.964,-0.954,0.049,-1.258,-1.575,0.636,10.998,11.526,4.951,7.700,7.158,4.186,3.540,3.929,2.781255671,5.803,6.533,2.652
2167,-28.274,-28.132,1.999,-1.027,-1.016,0.050,-1.789,-2.015,0.626,13.858,14.093,5.000,10.680,10.114,4.102,3.113,3.613,2.923801039,8.462,9.308,2.886
2168,-28.394,-28.255,2.024,-1.089,-1.078,0.051,-1.758,-1.973,0.634,15.484,15.526,5.090,11.880,11.284,4.191,4.022,4.496,2.916856315,8.623,9.498,2.990
2169,-28.423,-28.290,2.025,-1.163,-1.151,0.053,-1.307,-1.579,0.667,20.159,19.854,5.284,12.697,12.041,4.439,8.067,8.294,2.868468698,6.219,7.025,2.969
2170,-28.328,-28.203,2.034,-1.216,-1.203,0.053,-1.227,-1.492,0.677,20.277,19.884,5.302,12.682,11.974,4.393,10.083,10.185,2.958262271,5.311,6.067,2.955
2171,-28.422,-28.303,2.061,-1.246,-1.234,0.052,-1.105,-1.351,0.670,15.286,15.082,5.097,10.887,10.125,4.142,11.541,11.486,3.076229658,4.139,4.830,2.789
2172,-28.347,-28.232,2.083,-1.287,-1.275,0.053,-0.961,-1.209,0.671,13.910,13.690,5.205,10.533,9.749,4.228,12.348,12.233,3.127634186,3.139,3.790,2.807
2173,-27.994,-27.883,2.095,-1.335,-1.322,0.055,-0.941,-1.184,0.654,12.842,12.570,5.245,10.864,10.073,4.343,12.265,12.159,3.144084157,2.185,2.785,2.739
2174,-27.519,-27.418,2.096,-1.360,-1.348,0.054,-1.281,-1.459,0.639,10.541,10.363,5.265,10.064,9.278,4.340,11.770,11.772,3.206364833,2.368,2.960,2.772
2175,-27.477,-27.381,2.115,-1.366,-1.354,0.052,-1.012,-1.206,0.651,9.935,9.776,5.392,9.408,8.625,4.295,13.212,13.188,3.243598621,2.828,3.419,2.852
2176,-27.364,-27.272,2.122,-1.390,-1.379,0.052,-0.623,-0.859,0.652,11.451,11.235,5.543,10.936,10.183,4.379,13.643,13.632,3.231973806,4.284,4.873,2.969
2177,-27.199,-27.114,2.120,-1.416,-1.404,0.053,-0.768,-0.959,0.634,12.223,11.856,5.543,11.148,10.384,4.315,12.514,12.547,3.304121767,5.691,6.332,2.863
2178,-27.132,-27.053,2.130,-1.413,-1.403,0.051,-0.712,-0.885,0.642,12.297,11.757,5.517,10.784,10.018,4.032,13.047,12.961,3.452975631,4.367,4.996,2.696
2179,-26.818,-26.741,2.133,-1.415,-1.405,0.050,-0.543,-0.733,0.626,14.111,13.356,5.419,11.757,10.907,3.807,15.159,14.912,3.473800226,2.138,2.726,2.676
2180,-26.223,-26.143,2.125,-1.425,-1.416,0.049,-0.455,-0.643,0.607,15.884,14.788,5.474,13.471,12.538,3.778,15.696,15.382,3.469445828,1.095,1.668,2.695
2181,-25.799,-25.721,2.122,-1.437,-1.428,0.048,-0.405,-0.585,0.595,15.880,14.649,5.244,13.794,12.887,3.644,15.129,14.832,3.36845368,-0.560,-0.065,2.530
2182,-25.352,-25.277,2.112,-1.436,-1.427,0.044,-0.138,-0.335,0.595,13.838,12.709,4.668,13.472,12.653,3.462,15.225,14.985,3.325705532,-2.612,-2.293,2.305
2183,-24.935,-24.864,2.108,-1.445,-1.437,0.043,-0.055,-0.251,0.582,13.239,12.136,4.493,13.407,12.603,3.390,14.827,14.604,3.241263335,-3.325,-3.074,2.241
2184,-24.610,-24.546,2.116,-1.476,-1.467,0.045,-0.130,-0.304,0.569,12.662,11.609,4.376,13.384,12.685,3.410,11.085,11.015,2.875112713,-3.854,-3.663,2.163
2185,-24.180,-24.123,2.109,-1.484,-1.475,0.044,-0.369,-0.502,0.540,11.751,10.694,4.258,12.557,11.896,3.347,10.353,10.312,2.766329742,-4.275,-4.107,2.056
2186,-23.709,-23.659,2.094,-1.479,-1.470,0.041,-0.724,-0.809,0.505,10.847,9.806,4.727,11.251,10.473,3.460,12.921,12.747,3.056174294,-3.180,-2.935,2.108
2187,-23.196,-23.151,2.079,-1.482,-1.473,0.040,-0.910,-0.964,0.481,10.628,9.570,4.607,10.362,9.624,3.378,13.004,12.800,3.002782033,-3.096,-2.890,2.151
2188,-22.681,-22.641,2.057,-1.479,-1.470,0.038,-1.278,-1.275,0.464,10.665,9.464,3.984,8.518,7.956,3.127,12.239,12.036,2.820825683,-3.522,-3.388,2.194
2189,-22.095,-22.060,2.042,-1.483,-1.474,0.037,-1.531,-1.489,0.442,9.618,8.419,3.665,6.834,6.305,2.974,11.414,11.241,2.722684514,-4.108,-4.037,2.157
2190,-21.331,-21.294,2.030,-1.499,-1.488,0.037,-1.618,-1.564,0.425,7.925,6.914,3.313,5.221,4.703,2.726,9.841,9.769,2.505475353,-5.428,-5.531,2.094
2191,-20.702,-20.672,2.017,-1.488,-1.477,0.036,-1.613,-1.548,0.413,8.125,7.084,3.225,5.455,4.976,2.583,8.863,8.794,2.436483927,-5.788,-5.941,2.055
2192,-20.043,-20.023,2.000,-1.459,-1.450,0.035,-1.436,-1.374,0.381,9.736,8.484,3.386,7.256,6.749,2.524,8.167,8.027,2.489269659,-6.236,-6.315,1.887
2193,-19.427,-19.416,1.991,-1.449,-1.440,0.034,-1.616,-1.520,0.370,9.004,7.726,3.397,7.264,6.751,2.558,6.929,6.817,2.380908878,-6.253,-6.354,1.833
2194,-18.954,-18.953,1.986,-1.427,-1.418,0.031,-1.933,-1.785,0.364,9.133,7.744,3.348,8.578,8.089,2.570,6.380,6.231,2.193831267,-5.139,-5.265,1.706
2195,-18.560,-18.573,1.982,-1.420,-1.411,0.031,-2.092,-1.914,0.372,6.941,5.708,3.159,7.292,6.850,2.527,3.101,3.109,1.984111263,-3.907,-4.016,1.628
2196,-17.603,-17.624,1.974,-1.436,-1.426,0.032,-2.131,-1.956,0.374,4.812,3.627,3.187,5.552,5.161,2.617,0.932,1.099,1.951610869,-6.039,-6.320,1.869
2197,-16.683,-16.713,1.975,-1.427,-1.417,0.033,-1.980,-1.827,0.391,2.633,1.565,3.417,4.491,4.109,2.924,1.714,1.895,2.234791295,-7.599,-8.039,2.227
2198,-15.869,-15.908,1.958,-1.420,-1.410,0.035,-1.930,-1.784,0.382,0.091,-0.715,3.559,3.521,3.227,3.068,0.505,0.745,2.325074272,-6.880,-7.250,2.235
2199,-14.873,-14.923,1.927,-1.411,-1.399,0.037,-1.916,-1.766,0.388,0.471,-0.415,3.926,4.220,4.008,3.143,-0.355,-0.134,2.525914228,-6.666,-7.019,2.378
2200,-14.102,-14.160,1.912,-1.392,-1.381,0.038,-1.831,-1.676,0.424,1.753,0.699,4.177,4.834,4.597,3.287,-0.578,-0.365,2.667575425,-7.100,-7.560,2.577
2201,-13.598,-13.657,1.911,-1.387,-1.376,0.039,-2.274,-2.054,0.457,0.271,-0.632,4.343,4.445,4.201,3.378,-2.700,-2.321,2.668322854,-5.693,-6.119,2.544
2202,-12.903,-12.966,1.901,-1.389,-1.377,0.040,-2.682,-2.391,0.486,-2.725,-3.329,4.589,1.847,1.638,3.421,-4.033,-3.592,2.944317372,-5.143,-5.594,2.634
2203,-12.041,-12.113,1.886,-1.378,-1.365,0.043,-2.352,-2.092,0.508,-4.316,-4.798,4.834,0.150,-0.002,3.561,-4.202,-3.798,3.157834253,-7.059,-7.700,2.954
2204,-11.331,-11.410,1.878,-1.370,-1.357,0.044,-2.452,-2.172,0.526,-5.223,-5.625,4.831,-0.314,-0.429,3.597,-4.516,-4.100,3.214730333,-7.660,-8.378,3.020
2205,-10.787,-10.881,1.868,-1.373,-1.359,0.045,-3.131,-2.761,0.556,-7.624,-7.785,4.675,-0.857,-0.918,3.552,-4.510,-4.125,3.082941333,-6.547,-7.215,2.861
2206,-10.094,-10.194,1.853,-1.369,-1.354,0.046,-3.303,-2.907,0.580,-9.411,-9.448,4.867,-1.801,-1.828,3.698,-5.911,-5.484,3.211877567,-5.614,-6.271,2.884
2207,-9.384,-9.488,1.845,-1.358,-1.344,0.048,-3.167,-2.796,0.585,-8.333,-8.523,5.114,-1.234,-1.256,3.987,-7.748,-7.227,3.419332812,-5.343,-6.033,2.932
2208,-8.560,-8.667,1.840,-1.343,-1.329,0.049,-3.062,-2.703,0.594,-9.586,-9.730,5.206,-1.384,-1.384,4.115,-9.017,-8.419,3.511876431,-5.223,-5.917,2.936
2209,-7.696,-7.801,1.830,-1.328,-1.312,0.051,-2.895,-2.552,0.610,-12.823,-12.822,5.441,-2.121,-2.070,4.475,-11.261,-10.553,3.825356221,-4.461,-5.107,3.138
2210,-6.691,-6.801,1.819,-1.303,-1.288,0.051,-2.530,-2.231,0.611,-15.998,-15.794,5.711,-3.550,-3.481,4.625,-13.086,-12.293,4.001442313,-3.182,-3.785,3.145
2211,-5.339,-5.460,1.817,-1.264,-1.249,0.052,-1.795,-1.590,0.605,-20.480,-19.958,5.923,-5.932,-5.882,4.445,-14.060,-13.182,3.949341198,-2.535,-3.104,2.894
